id,reason,message,user_id,problem_id,flag_created_at,topic_id,title,Case ID,Origin,hasher,fitzpatrick,label,nine_partition_label,three_partition_label,qc,url,url_alphanum
41835,incorrect,Light skin here,67879,5831679,2021-07-15 15:20:58.412361,1330,Fitzpatrick Scale,5831679.0,fitzpatrick-new/aa9ddb18c77b782f260bf850ea00b4dc.jpg,aa9ddb18c77b782f260bf850ea00b4dc.jpg,5,urticaria,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/papular-urticaria/papular-urticaria25.jpg,httpwwwdermaamincomsiteimagesclinicalpicppapularurticariapapularurticaria25jpg.jpg
41837,incorrect,Medium tone skin,67879,5831385,2021-07-15 15:27:24.015563,1330,Fitzpatrick Scale,5831385.0,fitzpatrick-new/a903d6098097a35735b39b9459550860.jpg,a903d6098097a35735b39b9459550860.jpg,4,seborrheic dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-dermatitis/seborrheic-dermatitis29.jpg,httpwwwdermaamincomsiteimagesclinicalpicsseborrheicdermatitisseborrheicdermatitis29jpg.jpg
41838,incorrect,Medium tone skin,67879,5824817,2021-07-15 15:28:38.457388,1330,Fitzpatrick Scale,5824817.0,fitzpatrick-new/4957ad50095871123350505d48117331.jpg,4957ad50095871123350505d48117331.jpg,4,scleromyxedema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/scleromyxedema/scleromyxedema59.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscleromyxedemascleromyxedema59jpg.jpg
41840,incorrect,Not super dark. Deep tan,67879,5832129,2021-07-15 15:36:47.238854,1330,Fitzpatrick Scale,5832129.0,fitzpatrick-new/b5cce14f53aa1502839370e1e098ea11.jpg,b5cce14f53aa1502839370e1e098ea11.jpg,6,photodermatoses,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8769,httpwwwatlasdermatologicocombrimgimageId8769.jpg
41842,incorrect,Not a 6 for sure,67879,5822281,2021-07-15 15:39:13.275274,1330,Fitzpatrick Scale,5822281.0,fitzpatrick-new/2327f7a5382cd5266dbd80acae47ca18.jpg,2327f7a5382cd5266dbd80acae47ca18.jpg,6,papilomatosis confluentes and reticulate,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5041,httpwwwatlasdermatologicocombrimgimageId5041.jpg
41843,incorrect,You can see the skin tone in this one,142212,5826095,2021-07-15 16:04:54.618918,1330,Fitzpatrick Scale,5826095.0,fitzpatrick-new/615427deeca15577fa760a57634cd83c.jpg,615427deeca15577fa760a57634cd83c.jpg,-1,scleroderma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/scleredema/scleredema39.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscleredemascleredema39jpg.jpg
41847,incorrect,There is no reason for this to be labeled “none” as the skin is clearly shown,14681,5826095,2021-07-15 17:42:21.965143,1330,Fitzpatrick Scale,5826095.0,fitzpatrick-new/615427deeca15577fa760a57634cd83c.jpg,615427deeca15577fa760a57634cd83c.jpg,-1,scleroderma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/scleredema/scleredema39.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscleredemascleredema39jpg.jpg
41844,incorrect,You can see the skin,142212,5825015,2021-07-15 16:07:26.25356,1330,Fitzpatrick Scale,5825015.0,fitzpatrick-new/4a0649d77a2f59ce86754f0805f263c4.jpg,4a0649d77a2f59ce86754f0805f263c4.jpg,-1,mycosis fungoides,malignant cutaneous lymphoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/m/mycosis-fongoide/mycosis-fongoide49.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmycosisfongoidemycosisfongoide49jpg.jpg
41846,incorrect,This should be a level 1,142269,5826457,2021-07-15 17:21:59.551411,1330,Fitzpatrick Scale,5826457.0,fitzpatrick-new/62362a18325e92c3cfb4d375109fc1b0.jpg,62362a18325e92c3cfb4d375109fc1b0.jpg,-1,photodermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis84.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis84jpg.jpg
41931,incorrect,"The skin tone here is not dark, so the answer shouldn’t be 6",14681,5833797,2021-07-16 16:50:37.644151,1330,Fitzpatrick Scale,5833797.0,fitzpatrick-new/de2a6626fa354f736fae29f7402956f1.jpg,de2a6626fa354f736fae29f7402956f1.jpg,6,squamous cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=3011,httpwwwatlasdermatologicocombrimgimageId3011.jpg
41933,incorrect,Skin is white and lesions are dark,67879,5835584,2021-07-16 17:05:56.338251,1330,Fitzpatrick Scale,5835584.0,fitzpatrick-new/f173025f54b259f65889db712842ea12.jpg,f173025f54b259f65889db712842ea12.jpg,6,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5763,httpwwwatlasdermatologicocombrimgimageId5763.jpg
41937,incorrect,Skin clearly visible,120682,5832241,2021-07-16 19:02:59.567039,1330,Fitzpatrick Scale,5832241.0,fitzpatrick-new/b657e30ba6e7944f78eceb94741a8e20.jpg,b657e30ba6e7944f78eceb94741a8e20.jpg,-1,xanthomas,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/X/xanthomas/xanthomas10.jpg,httpwwwdermaamincomsiteimagesclinicalpicXxanthomasxanthomas10jpg.jpg
41940,incorrect,Can clearly see skin color,596,5823229,2021-07-16 20:28:11.030853,1330,Fitzpatrick Scale,5823229.0,fitzpatrick-new/3875c968bfb44ad137180f3b944132c2.jpg,3875c968bfb44ad137180f3b944132c2.jpg,-1,basal cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma93.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbasalcellcarcinomabasalcellcarcinoma93jpg.jpg
41941,incorrect,What’s seen in the picture is gangrenous necrosis not the actual color of the skin,142212,5826882,2021-07-16 20:40:33.338673,1330,Fitzpatrick Scale,5826882.0,fitzpatrick-new/6e7d4fbd43fdfa20e22779d9670762a5.jpg,6e7d4fbd43fdfa20e22779d9670762a5.jpg,6,behcets disease,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/b/buerger_disease/buerger_disease4.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbuergerdiseasebuergerdisease4jpg.jpg
41942,incorrect,"The hyperpigmentation is due to the skin lesion, the actual skin tone can be seen underneath",142212,5835151,2021-07-16 20:45:05.937409,1330,Fitzpatrick Scale,5835151.0,fitzpatrick-new/e1c5f52606e4f9daad0f2991ce6547b8.jpg,e1c5f52606e4f9daad0f2991ce6547b8.jpg,5,lichen amyloidosis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8761,httpwwwatlasdermatologicocombrimgimageId8761.jpg
41945,incorrect,"What’s pictured is acantosis nigricans, not a normal skin pigmentation",142212,5831760,2021-07-16 21:15:54.841741,1330,Fitzpatrick Scale,5831760.0,fitzpatrick-new/acdbcadb158c53a38b5f99cec13ded1a.jpg,acdbcadb158c53a38b5f99cec13ded1a.jpg,6,acanthosis nigricans,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acanthosis_nigricans/acanthosis_nigricans51.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacanthosisnigricansacanthosisnigricans51jpg.jpg
41946,incorrect,Skin tone is light,142212,5820378,2021-07-16 23:04:23.515139,1330,Fitzpatrick Scale,5820378.0,fitzpatrick-new/02f11821915d67f20fb15a8e8b96c1d3.jpg,02f11821915d67f20fb15a8e8b96c1d3.jpg,6,superficial spreading melanoma ssm,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/superfacial-spreading-melanoma/superfacial-spreading-melanoma116.jpg,httpwwwdermaamincomsiteimagesclinicalpicssuperfacialspreadingmelanomasuperfacialspreadingmelanoma116jpg.jpg
41948,inappropriate,?I think this is wrong labeled,143885,5829409,2021-07-16 23:25:28.155234,1330,Fitzpatrick Scale,5829409.0,fitzpatrick-new/91c13b3c952550f97adc320b51b10557.jpg,91c13b3c952550f97adc320b51b10557.jpg,6,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=745,httpwwwatlasdermatologicocombrimgimageId745.jpg
41951,incorrect,I think its lighter than 4. In this case the person skin is burned hence it show a darker shade of skin,143760,5832679,2021-07-17 00:20:37.073833,1330,Fitzpatrick Scale,5832679.0,fitzpatrick-new/c186f7c67cb8d5660a4f4aef5881a63f.jpg,c186f7c67cb8d5660a4f4aef5881a63f.jpg,4,pustular psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pustular_psoriasis/pustular_psoriasis12.jpg,httpwwwdermaamincomsiteimagesclinicalpicppustularpsoriasispustularpsoriasis12jpg.jpg
41952,incorrect,Definitely no 6. Your answers is all inconsistent,143760,5820147,2021-07-17 00:26:20.633981,1330,Fitzpatrick Scale,5820147.0,fitzpatrick-new/005b804472c7a27908f99e3d6d6cf91c.jpg,005b804472c7a27908f99e3d6d6cf91c.jpg,6,sarcoidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/discoid_le/discoid_le23.jpg,httpwwwdermaamincomsiteimagesclinicalpicddiscoidlediscoidle23jpg.jpg
41953,incorrect,Why is this none?? We can clearly see some skin,143760,5835926,2021-07-17 00:31:32.636026,1330,Fitzpatrick Scale,5835926.0,fitzpatrick-new/f7d63b8ee7f442e54a749260e2e0896e.jpg,f7d63b8ee7f442e54a749260e2e0896e.jpg,-1,pityriasis rosea,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rosea/pityriasis_rosea79.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisroseapityriasisrosea79jpg.jpg
41955,incorrect,"Not 6, that’s the patients oral cavity",142212,5822879,2021-07-17 02:15:29.821257,1330,Fitzpatrick Scale,5822879.0,fitzpatrick-new/257d3704aa02672033b2ef7aca0ca7cb.jpg,257d3704aa02672033b2ef7aca0ca7cb.jpg,6,dariers disease,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/addison_disease/addison_disease8.jpg,httpwwwdermaamincomsiteimagesclinicalpicaaddisondiseaseaddisondisease8jpg.jpg
41956,incorrect,Incorrectly tagged picture,142212,5821008,2021-07-17 02:24:19.148738,1330,Fitzpatrick Scale,5821008.0,fitzpatrick-new/0d487d127a573bc6010cd0ab3b9620d3.jpg,0d487d127a573bc6010cd0ab3b9620d3.jpg,5,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-pustular/psoriasis-pustular17.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasispustularpsoriasispustular17jpg.jpg
41957,incorrect,This is a scalp,143649,5835635,2021-07-17 04:31:32.182406,1330,Fitzpatrick Scale,5835635.0,fitzpatrick-new/efeac4e9455d682ddb432b0fbe9dbd8f.jpg,efeac4e9455d682ddb432b0fbe9dbd8f.jpg,6,seborrheic dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-dermatitis/seborrheic-dermatitis44.jpg,httpwwwdermaamincomsiteimagesclinicalpicsseborrheicdermatitisseborrheicdermatitis44jpg.jpg
41958,incorrect,The image is focused on a hair strand,142212,5828875,2021-07-17 04:32:40.536097,1330,Fitzpatrick Scale,5828875.0,fitzpatrick-new/84a05c32ffcc6c85941e6cf13f3ffbad.jpg,84a05c32ffcc6c85941e6cf13f3ffbad.jpg,4,pediculosis lids,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5153,httpwwwatlasdermatologicocombrimgimageId5153.jpg
41959,incorrect,Its a x-ray result. Not a skin,137983,5831286,2021-07-17 04:33:10.023201,1330,Fitzpatrick Scale,5831286.0,fitzpatrick-new/a7e104cf6bb9195cd4066034674c8c11.jpg,a7e104cf6bb9195cd4066034674c8c11.jpg,6,sarcoidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis118.jpg,httpwwwdermaamincomsiteimagesclinicalpicssarcoidosissarcoidosis118jpg.jpg
41971,incorrect,It fits #1 more,143649,5820183,2021-07-17 10:12:14.523808,1330,Fitzpatrick Scale,5820183.0,fitzpatrick-new/019fed6c36a495b56e499cfd3f8c2126.jpg,019fed6c36a495b56e499cfd3f8c2126.jpg,2,urticaria pigmentosa,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/u/urticaria-pigmentosa/urticaria-pigmentosa81.jpg,httpwwwdermaamincomsiteimagesclinicalpicuurticariapigmentosaurticariapigmentosa81jpg.jpg
41972,incorrect,This is not grade 6,143760,5830999,2021-07-17 11:40:47.20744,1330,Fitzpatrick Scale,5830999.0,fitzpatrick-new/a9f1f720f9032f009caaf1529ebd738a.jpg,a9f1f720f9032f009caaf1529ebd738a.jpg,6,fixed eruptions,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8778,httpwwwatlasdermatologicocombrimgimageId8778.jpg
41973,incorrect,This is not grade 2,143760,5828524,2021-07-17 12:43:52.009104,1330,Fitzpatrick Scale,5828524.0,fitzpatrick-new/7f18f98cf49c384040022a19759b0b25.jpg,7f18f98cf49c384040022a19759b0b25.jpg,2,keloid,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2972,httpwwwatlasdermatologicocombrimgimageId2972.jpg
41974,incorrect,The skin color is 1or 2 Only the mark is dark,132628,5826981,2021-07-17 12:44:55.324304,1330,Fitzpatrick Scale,5826981.0,fitzpatrick-new/658446bde66c64e374d317e40fb40f91.jpg,658446bde66c64e374d317e40fb40f91.jpg,6,melanoma,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/a/acro_lentiginous_melanoma/acro_lentiginous_melanoma32.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrolentiginousmelanomaacrolentiginousmelanoma32jpg.jpg
41975,incorrect,It is grade five,143760,5821236,2021-07-17 12:46:16.693455,1330,Fitzpatrick Scale,5821236.0,fitzpatrick-new/167605a3a9a064718e72a42530cee8ca.jpg,167605a3a9a064718e72a42530cee8ca.jpg,3,lupus erythematosus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_chronicus_discoides/lupus_erythematosus_chronicus_discoides30.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlupuserythematosuschronicusdiscoideslupuserythematosuschronicusdiscoides30jpg.jpg
41976,incorrect,This is not grade 6,143760,5835126,2021-07-17 12:50:02.756168,1330,Fitzpatrick Scale,5835126.0,fitzpatrick-new/deda9b18220fae47743554d5b7312274.jpg,deda9b18220fae47743554d5b7312274.jpg,6,neutrophilic dermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pyoderma-gangrenosum/pyoderma-gangrenosum108.jpg,httpwwwdermaamincomsiteimagesclinicalpicppyodermagangrenosumpyodermagangrenosum108jpg.jpg
41977,incorrect,All the visible skin is covered in marks or some pathological changes therefore fitzpatrick scale can not be performed,132628,5826215,2021-07-17 12:53:05.00923,1330,Fitzpatrick Scale,5826215.0,fitzpatrick-new/6386ebc5ba73a3cbbfa808a070414ff6.jpg,6386ebc5ba73a3cbbfa808a070414ff6.jpg,6,pustular psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pustular_psoriasis/pustular_psoriasis58.jpg,httpwwwdermaamincomsiteimagesclinicalpicppustularpsoriasispustularpsoriasis58jpg.jpg
41978,incorrect,Skin not covered in marks is only in the elbow area and it is clearly not a 6,132628,5820442,2021-07-17 12:54:43.500254,1330,Fitzpatrick Scale,5820442.0,fitzpatrick-new/02bcc21eb3a941cb8644dea00eb7696b.jpg,02bcc21eb3a941cb8644dea00eb7696b.jpg,6,ichthyosis vulgaris,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/I/ichthyosis_vulgaris/ichthyosis_vulgaris28.jpg,httpwwwdermaamincomsiteimagesclinicalpicIichthyosisvulgarisichthyosisvulgaris28jpg.jpg
41979,incorrect,Too light to be a 3,132628,5821886,2021-07-17 12:56:05.220101,1330,Fitzpatrick Scale,5821886.0,fitzpatrick-new/1ca7a0d873e3ebdfbdbe0e22c4d5d485.jpg,1ca7a0d873e3ebdfbdbe0e22c4d5d485.jpg,3,dermatofibroma,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma62.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma62jpg.jpg
41980,incorrect,Skin in this picture is black,132628,5828140,2021-07-17 13:23:48.435475,1330,Fitzpatrick Scale,5828140.0,fitzpatrick-new/7d3fb9d126bc569174e0d1370e5908ff.jpg,7d3fb9d126bc569174e0d1370e5908ff.jpg,5,syringoma,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/s/syringocystadenoma-papilliferum/syringocystadenoma-papilliferum2.jpg,httpwwwdermaamincomsiteimagesclinicalpicssyringocystadenomapapilliferumsyringocystadenomapapilliferum2jpg.jpg
41981,incorrect,Eye appears bruised. Norma skin tone around outside lighter than 4,64586,5823987,2021-07-17 13:32:31.438726,1330,Fitzpatrick Scale,5823987.0,fitzpatrick-new/3d338eb8aca3a2ecab9b6ba8fd381ec1.jpg,3d338eb8aca3a2ecab9b6ba8fd381ec1.jpg,4,xanthomas,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/X/xanthomas/xanthomas30.jpg,httpwwwdermaamincomsiteimagesclinicalpicXxanthomasxanthomas30jpg.jpg
